unique_line,total_occurrences
petitioned to change the d/b/a of the licensed business – From: Punta Cana Beer & Wine Market To:,2
"petitioned to change the manager From: Patricia Rhoades To: Daniel Brennan Jr. and secondly,",2
petitioned to change the manager From: Susan Gould To: Marcelo Mathias.,2
petitioned to change the officer From: Paul Govostes To: Francine Govostes.,2
"petitioned to transfer the license and the location from the above – To: Amelia’s Taqueria IV, Inc.",2
"pledge the license  - To: JDS Cap Co., LLC.",2
pledge the license and inventory to Rockland Trust Company .,2
"premises to be licensed is located on the ground floor of a 2 story stand alone building, with 1 room on",2
prior to beginning any third-party app-based deliveries,2
property from 6:00 AM to 4:00 PM.,2
pursuant to the authority contained in Chapter 481 of the Acts of 1994.,2
requested a Change of Manager From: Cornelius Harrigan To: Michael Feinstein,2
requested a change to capacity on the outdoor patio from 14 persons to 33 persons (total,2
requires a community process at the discretion of the Board,2
residents.,2
"restaurant on one floor with 2 dining rooms with 71 seats, 2 bars with 46 seats, kitchen, storage, and",2
"restrooms, and café seating (34 seats), 2 exits, 1 entrance. Annual patio",2
"retail room first floor, basement storage/stock, 1750 sq ft on first floor, 1750 sq ft in basement. 1",2
room for storage.,2
"room on the first floor 20 seats with kitchen, bathroom & Storage. Front (10 seats) & rear (30 seats)",2
"rooms total with 23 Lodgers total. All units contain a living or sleeping area, kitchenette and bathroom.",2
rule 1.03M and 1.05A.,2
rule 1.06A.,2
rule 1.08F.,2
seated persons. This property is a,2
seating area will be located on public area from the months of April to December. The outdoor seating,2
"seating for patrons; Mezzanine area is 1,054 sq. ft. with locker room, storage, bathroom for staff and",2
"seating for twenty-two (22) patrons. Service area, kitchen, and bathroom located in rear. Liquor storage",2
"secondly, has petitioned to change the officers From: Jim Terry To: Jandi Gamboa and Cynthia",2
security plan,2
"seeks to remove existing conditions on prior Licensee. Thomas Baird Ferguson, Manager.",2
"shelves serve as dividers between the convenience store and restaurant. If approved, all",2
"since occurred: Robert A. Caparella, 211 Hanover St, Boston, MA 02113 License #: LB-563249. Has",2
southwestern corner of the parcel; and a stage for live music on the southeastern corner of the parcel.,2
storage and restrooms. Second floor: Indoor Dining (+/ 923 SF) including dining seating for,2
"street level in two rooms consisting of front service and sales counter, kitchen and prep area, and back",2
that the Licensee surrenders the existing Wines and Malt Beverages with Liqueurs License,2
"the Corporation. Secondly, has petitioned for a change of Stock/Ownership Interest.",2
the East side of the 2nd floor via catwalk over 1st floor. There is also a seasonal (May‑October),2
the above   The indoor seated capacity,2
the basement along with 2 restrooms.,2
the basement and the tasting room on the 1st floor of a 4-story brick building. The 1st floor has a,2
the category of the licensed business - To: a Common Victualler 7 Day Wines and Malt Beverages,2
the eastern side of the parcel parallel to Jersey Street; 4) one on the northern section of the parcel in the,2
"the ground floor and basement for storage, with 1 entrance in the front, 1 exit on the side and 1 exit in",2
the license and the location from the above – To: MA LA TAO Ma Inc. d/b/a Szechuan Mountain,2
the licensed business – From: Arjan Hysenaj To: Hani Yousef.,2
the rear.,2
time.,2
to Northern Bank.,2
to amend the closing hour of the,2
to change the category of its license –From: a Section 12 Wines and Malt Beverages License To: a,2
to change the d/b/a of the licensed,2
to change the manager From: Jessica Tantin To: Jonathan Webster.,2
to change the manager From: Megan Harvey To: Patrick Cartier.,2
to change the manager of the licensed business - From: Benjamin J. Steigers  To:,2
to the authority contained in Chapter 481 of the Acts of 1994.,2
to the premises.,2
"to transfer the license from the above – To: UMNVAG Kenmore, LLC. (same location).",2
"transfer the license and the location from the above – To: BarVolpe, LLC d/b/a Bar Volpe",2
transfer the license and the location from the above – To: Boston Hospitality Partners LLC,2
"transfer the license and the location from the above – To: Post Road Company, LLC dba Hill Kitchen",2
"transfer the license from the above‑To: BR Kenmore, LLC d/b/a Blue Ribbon Brasserie, Blue",2
transfer the license.,2
transfer.,2
"two annual patios with a total area of 1,550 square feet 60 seats on private property that close at 11:00",2
"two rooms (seating for 102) including one main dining room, and one bar room with bar seating, bar",2
"violation of M.G.L. ch. 138 s. 64, ch. 265 s. 13A.",2
"violation of M.G.L. ch. 138 s. 64, ch. 265 s. 15A.",2
"which were complete and submitted prior to the May 23, 2025 deadline. The applicants listed below",2
"will also include the 3,190sf exterior patio area on private property within the Prudential Center. 10:00",2
with a coffee bar counter with bar height stools & a few tables. Accessible basement for storage &,2
with seating for 84 with a closing hour of 12AM. Manager: Robert A. Caparella Closing Time: 1:00AM,2
​The Board voted to approve a Community Space All Alcoholic Beverages License,2
"‐1,500SF",2
"‐1,800SF",2
– 10:00 PM.,2
– 8:00 PM. Peter Bowne as manager of record.,2
"– The premises are 1,600SF total, with one floor open to the public, and a basement for storage. There",2
●​ Whether to impose any minimum amount of time a licensee must hold a wines and malt,2
●​ Whether to in any way restrict or regulate the ability of an upgraded all alcoholic,2
"""BARCODE"" space and to include an outside patio for 80 patrons. To: +/- 10,847 SF located on first",1
"""Saint Patrick's Day Breakfast"" on March 16, 2025 beginning at 10AM.",1
#2 (+/- 680 SF) WITH SEATING FOR FORTY FOUR (44).  To: Hotel on three (3) floors.,1
"#5, allowing hours of operation on",1
#: LB-445438 Has applied for a Common Victualler License to be exercised on the above:,1
#: LB-546003 Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned,1
& 10 in the food court; NO Seats. Joon Son as manager of record. Hours of operation: 10:00 AM - 10:00 PM.,1
"& 222 Berkeley TRS (DE), LLC and Good Essen-222 Berkeley, LLC. CAPACITY CEVICHE BAT 7",1
"& Friday: 5:00 PM-10:00 PM, Saturday: 11:00 AM – 8:00 PM, and Sunday: 12:00 PM –",1
"& Lounge (at the same location). Shawn Hunter, Manager. Closing hour 1:00 AM.  Lastly, has",1
"& May 21, 10:00AM - 2:00PM 2023",1
& Rear (30 Seats) seasonal patios (April-Oct) on private property from 6:00 AM to 4:00 PM. The,1
& Tyler Vanveghten (LLC Manager),1
"& Wine Beverage license for a Fall Festival at: 500 Cambridge St., Allston, MA 02134 on",1
"& Wine and Cheese Class to be exercised at 1420 Soldiers Field Road, Brighton,",1
& a kitchen.,1
"(""Bonded Storage Room"") 10' by 3' total area of 30 square feet, and the post tax and retail sales room",1
"(""Winery Production Area"") 8' by 10' total area of 80 square feet, the winery bonded storage room",1
"(+/  1,375 SF) with aggregate seating for 269. Hours of operation from 8 AM to 2 AM.",1
"(+/ 1,100 SF) with aggregate seating for 243. Hours of operation from 8 AM to 2 AM. John",1
"(+/- 567 SF), entry(+/-510 SF), bar/dining area (+/- 1,930 SF), lounge(+/- 1,475 SF), co--work area(+/-",1
"(+/-1,375 S.F.) with aggregate seating for 269. Hours of operation from 8 AM to 2 AM. Secondly, has",1
"(+/-3,970 square feet) with seating for 137. Year –round outdoor rooftop terrace on 2nd",1
(1) exit.,1
"(1) large room and kitchen and storage in basement space, with 6 Trackman golf simulators, a bar and",1
"(1) with seating for 38; together with storage, kitchen, office, and restrooms in rear of space. 1,580 SF",1
"(1,223 sq. ft.) includes the commercial kitchen, storage area, a walk-in cooler, and the third restroom. It",1
"(1,555SF); 16 total rooms for meeting/office space, retail, food service, and 3 bar areas;",1
"(1,641sf) and an 11:00PM patio closing hour.",1
"(1,800SF). Lastly, has petitioned to pledge the license to 907 Boylston Street LLC.",1
"(1,915 sf) with 10:00PM closing hour and 39 seats; restrooms; in another large room on ground",1
(100 person seating capacity); and Level 17 – Restaurant (107 person seating capacity).,1
(100% Shares),1
"(10:00PM closing hour). Storage and additional kitchen area in basement consisting of 1,553SF.",1
"(110 person seating capacity), French Room (75 person seating capacity), Newbury Pre",1
(12) high top seats. 4. Patio service shall end no later than Midnight. To: 1. Patio service shall end no,1
"(1203-1211 Dorchester Ave) 2,184SF Single-floor layout with two handicap-accessible bathrooms, a",1
"(13) guestrooms, room service and restaurant on five (5) floors, basement for kitchen and storage,",1
"(1321–1341 Boylston Street) 1,143SF Ground-level ice cream shop consisting of a dining area (13",1
(15) at seven (7) tables and additional four (4) seats at a small bar. A single bathroom is near the,1
"(16 seats), Immersive Tech Room (4 Seats), 2 Podcast Rooms (4 seats), Gallery (66 seats), Wellness",1
"(1854 SF) In one room on ground level with main entrance on Birch Street, storage in basement and",1
(1900 sq ft).,1
"(2) alcohol with food only, and (3) patio to be staffed at all times.",1
"(2) entrances, two (exits) and one (1) service entry/exit.",1
(2) restrooms provided. Storage area in basement.,1
"(2). There are 4 entrances/exits, the main entrance on the first floor, employee entrance in the rear of",1
"(2,948sf), together with seasonal (April-November) outdoor patio on private property with 20 seats.",1
(200SF/23 PPL). Hours of operation indoor & outdoors: Tue-Sun 5PM to 11PM and Sat/Sun,1
(24). To:  In whole of said building on seven floors with 164 guest rooms: first floor with an entrance,1
"(28,000 square feet) (to exclude Stalls 37B 39B, and Selling Wall 2 as shown on plan on file with",1
"(3 bay sink, refrigerator, freezer, ice machine, storage racks). 2 bathrooms, mop closet, tech room,",1
"(3) walk-in coolers, two (2) walk-in freezers. The floor will have two (2) bathrooms, as well as two (2)",1
"(3)dry storage rooms, walk-in cooler, walk-in freezer, prep area and and additional restroom for",1
(33.33% Shares) To: Wayne Atkinson: President (100% Shares),1
"(4 dining areas), bathrooms, and common areas, (iii) third floor with 1 room (administrative) and",1
(4) entrances and four (4) exits. Banners Kitchen & Tap Approx.,1
"(4) rooms consisting of front service and sales counters, kitchen and prep area, and back room for",1
"(4/1-10/31). To:Pemises will consist of three (3) floors, basement, second floor, and third floor, all",1
(40). Main entrance/exit to restaurant located on Boylston Street. Additional entrance/exit from,1
"(446SF) with kitchen in the rear, dining room (seating for 18) in the front in one room. One entrance",1
(50%),1
"(51st) and special event space on each level. Closing Hour 2:00AM. Justin Rink, Manager.",1
"(5382 SF), Second Floor with Six Auditoriums, Concession Area, Lobby and storage areas (26116",1
(670SF) Boston Logan International Airport Terminal A concessions food court area located in secured,1
"(7) days a week with alcohol not being served before 9:00 a.m., located on private property with 16 seats,",1
"(79), and seasonal (March-October) outdoor patio on private property with seating for twenty-four",1
"(80 square feet) with additional seating for 20 patrons. 2:00AM interior closing, 11:00PM patio",1
(8’x20’) in the southwestern corner of the parcel; and there is a stage and area in the southeastern corner,1
"(8’x20’), and a stage for live entertainment. There are three (3) pouring stations on the licensed premises,",1
(8’x20’); a dry storage building (8’x20’); a trash area; two (2) recycle areas; Four (4) picnic tables; a,1
(8’x20’); a dry storage building (8’x20’); a trash area; two (2) recycle areas; two (2) picnic tables; there,1
"(9,247 SF). Total Square Feet = 53,408. To: Keeping the same existing premise but will",1
(All Commissioners Present),1
(All Members present),1
(April - Nov.) outdoor patio on private property with 18 seats. Patio hours are the,1
"(April - October) outdoor patio on private property, closing hour 11pm.",1
(April October) outdoor patio on private property seating for 15 people (approx 150 sq.,1
"(April ‑ Nov) on private property with 47 seats. Patio hours Sunday 10:00 AM‑10:00 PM, Monday thru",1
"(April- October) outdoor patio on private property, closing hour 11pm.",1
(April-Nov) from 11:00AM to 12:00AM.,1
(April-November) on private property with seating for 24 patrons.,1
"(April-November) outdoor patio on private property (1,200sf) with seating for 50 patrons. Closing hour-",1
"(April-November) outdoor patio on private property (4,684 sf) with a second bar and seating same",1
